shortName,name,parentShortName,POIconv,Ipoint,mass,sigma_mass,Cx,sigma_Cx,Cy,sigma_Cy,Cz,sigma_Cz,Ixx,sigma_Ixx,Iyy,sigma_Iyy,Izz,sigma_Izz,Ixy,sigma_Ixy,Ixz,sigma_Ixz,Iyz,sigma_Iyz
C.1.1.1.1.1.2.1,Part 4,C.1.1.1.1.1.2,+,False,0.1454309616452083,0.28909372274994966,41.68215095996857,28.721044428837228,-91.38107933104038,28.23690002309109,-68.34089234471321,29.057750463592832,0.1717862834362892,0.37074144170588635,0.20386716344036002,0.3723953238821935,0.16809870997644813,0.37017423652493897,0.006733403644455866,0.02351283871158888,-0.009373831223081025,0.022566176940390956,-0.0005888376607972038,0.02209918015384651
C.1.1.1.1.1.2.2,Part 5,C.1.1.1.1.1.2,-,False,0.9522862783651799,0.28909372274994966,79.8512370325625,28.721044428837228,32.26179811172187,28.23690002309109,-25.890729343518615,29.057750463592832,1.2568463851420968,0.37074144170588635,1.1609834388077394,0.3723953238821935,1.2267789861314367,0.37017423652493897,0.005367798972772337,0.02351283871158888,-0.013565949879023667,0.022566176940390956,0.10434382732355574,0.02209918015384651
C.1.1.1.1.1.2.3,Part 6,C.1.1.1.1.1.2,+,False,0.8294994919870514,0.28909372274994966,18.63987920805812,28.721044428837228,12.642979109659791,28.23690002309109,-75.99323713220656,29.057750463592832,0.7835029760668094,0.37074144170588635,0.7752406776518191,0.3723953238821935,0.7801212941347628,0.37017423652493897,-0.0015970713176399714,0.02351283871158888,-0.023550038977687725,0.022566176940390956,0.01137750065967411,0.02209918015384651
C.1.1.1.1.1.2.4,Part 7,C.1.1.1.1.1.2,+,False,0.6792828879216686,0.28909372274994966,27.477146219462156,28.721044428837228,24.369020108133554,28.23690002309109,31.537090241909027,29.057750463592832,0.8372575836394387,0.37074144170588635,0.943580796291087,0.3723953238821935,0.7879040587225734,0.37017423652493897,0.0076169696805578994,0.02351283871158888,-0.010881734663394874,0.022566176940390956,-0.008582621063851836,0.02209918015384651
C.1.1.1.1.1.2.5,Part 8,C.1.1.1.1.1.2,-,False,0.9274918380929157,0.28909372274994966,48.09760567732155,28.721044428837228,-80.08880070410669,28.23690002309109,-47.49870989471674,29.057750463592832,1.182191375767316,0.37074144170588635,1.1778809746036805,0.3723953238821935,1.0313577602875554,0.37017423652493897,0.0023185027804681546,0.02351283871158888,-0.09811931207805208,0.022566176940390956,0.01526965162144308,0.02209918015384651
C.1.1.1.1.1.3,Subassembly 3,C.1.1.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.1.3.1,Part 9,C.1.1.1.1.1.3,-,False,0.012705426325090228,0.28909372274994966,-61.86356646940112,28.721044428837228,39.72041537053883,28.23690002309109,39.86886125057936,29.057750463592832,0.014102043535239485,0.37074144170588635,0.015186854591097613,0.3723953238821935,0.015178208293440349,0.37017423652493897,-0.0007571641608683109,0.02351283871158888,0.0009218718164940613,0.022566176940390956,0.0009860125308335174,0.02209918015384651
C.1.1.1.1.1.3.2,Part 10,C.1.1.1.1.1.3,+,False,0.8187970951176249,0.28909372274994966,45.64918917603791,28.721044428837228,82.09767998196185,28.23690002309109,-21.63806138560176,29.057750463592832,0.7926596080396694,0.37074144170588635,0.7918937658538793,0.3723953238821935,0.8374083084660802,0.37017423652493897,0.005264876541506831,0.02351283871158888,-0.022091082560101775,0.022566176940390956,-0.03450787670732504,0.02209918015384651
C.1.1.1.1.1.3.3,Part 11,C.1.1.1.1.1.3,-,False,0.48895880657131785,0.28909372274994966,-94.86765237525105,28.721044428837228,-71.30342787131667,28.23690002309109,-8.021717378869653,29.057750463592832,0.6301673669658536,0.37074144170588635,0.5959242710680464,0.3723953238821935,0.5951663723889477,0.37017423652493897,-0.005026221719268833,0.02351283871158888,0.011158228346530134,0.022566176940390956,-0.004689767300963031,0.02209918015384651
C.1.1.1.1.1.3.4,Part 12,C.1.1.1.1.1.3,-,False,0.20360899326065554,0.28909372274994966,76.15776215679944,28.721044428837228,8.406097907572985,28.23690002309109,39.03013924136758,29.057750463592832,0.3128143534696859,0.37074144170588635,0.3152177792644552,0.3723953238821935,0.3127604152723791,0.37017423652493897,0.008740178069113726,0.02351283871158888,-0.0004100437388877678,0.022566176940390956,0.0009315418409794618,0.02209918015384651
C.1.1.1.1.1.4,Subassembly 4,C.1.1.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.1.4.1,Part 13,C.1.1.1.1.1.4,-,False,0.3572169222852681,0.28909372274994966,84.20433290302753,28.721044428837228,-54.49259839951992,28.23690002309109,-81.80367383174598,29.057750463592832,0.47484915144953266,0.37074144170588635,0.5360134926434229,0.3723953238821935,0.42690188421355063,0.37017423652493897,-0.040837676934439904,0.02351283871158888,0.008546856401091856,0.022566176940390956,-0.006819686196795118,0.02209918015384651
C.1.1.1.1.1.4.2,Part 14,C.1.1.1.1.1.4,+,False,0.5571071715857834,0.28909372274994966,99.08350468613207,28.721044428837228,-62.094857916235924,28.23690002309109,51.5940326731652,29.057750463592832,0.7362727185191851,0.37074144170588635,0.768145720247189,0.3723953238821935,0.7087226870067952,0.37017423652493897,-0.0596578707553419,0.02351283871158888,0.014016170605811895,0.022566176940390956,0.023145325843034623,0.02209918015384651
C.1.1.1.1.1.4.3,Part 15,C.1.1.1.1.1.4,-,False,0.5190961779379286,0.28909372274994966,-33.48792656324804,28.721044428837228,-97.70168159157038,28.23690002309109,60.95813768915832,29.057750463592832,0.6284872739303747,0.37074144170588635,0.5800037008023744,0.3723953238821935,0.6021852105108795,0.37017423652493897,-0.047508415561734615,0.02351283871158888,-0.0014863199142704706,0.022566176940390956,-0.004023124277438803,0.02209918015384651
C.1.1.1.1.1.4.4,Part 16,C.1.1.1.1.1.4,+,False,0.7931164753204212,0.28909372274994966,91.02454143576324,28.721044428837228,65.8065673429519,28.23690002309109,-86.37497588060796,29.057750463592832,1.0813363570354253,0.37074144170588635,1.0293142713537367,0.3723953238821935,0.9894751949948105,0.37017423652493897,0.043647868381421054,0.02351283871158888,0.054978072317282925,0.022566176940390956,0.010604305309151851,0.02209918015384651
C.1.1.1.1.1.5,Subassembly 5,C.1.1.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.1.5.1,Part 17,C.1.1.1.1.1.5,+,False,0.26025292832637203,0.28909372274994966,-41.36475306004286,28.721044428837228,-73.9494463428855,28.23690002309109,89.89339577965438,29.057750463592832,0.3116709562430628,0.37074144170588635,0.3530933369496171,0.3723953238821935,0.2972344682989129,0.37017423652493897,0.0018383202757886082,0.02351283871158888,0.01412175398157994,0.022566176940390956,-0.018449147825117758,0.02209918015384651
C.1.1.1.1.1.5.2,Part 18,C.1.1.1.1.1.5,-,False,0.7820831922453363,0.28909372274994966,-27.885227696970105,28.721044428837228,14.93952446617186,28.23690002309109,-2.1522313822060823,29.057750463592832,0.8518186503340801,0.37074144170588635,0.8871099261236091,0.3723953238821935,0.9621465209277352,0.37017423652493897,0.005493539823235515,0.02351283871158888,0.015048475976331601,0.022566176940390956,-0.029676148897113057,0.02209918015384651
C.1.1.1.1.2,Assembly 2,C.1.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.1,Subassembly 6,C.1.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.1.1,Part 19,C.1.1.1.1.2.1,+,False,0.5135785475107841,0.28909372274994966,70.91835285536945,28.721044428837228,-88.44160186126828,28.23690002309109,89.99599302187562,29.057750463592832,0.5418073046051372,0.37074144170588635,0.5932172548868199,0.3723953238821935,0.5824304131793494,0.37017423652493897,0.0016399993397964328,0.02351283871158888,-0.017114214656449286,0.022566176940390956,-0.0011244915949632785,0.02209918015384651
C.1.1.1.1.2.1.2,Part 20,C.1.1.1.1.2.1,-,False,0.7413986765367444,0.28909372274994966,-89.23627063632011,28.721044428837228,76.23628829605877,28.23690002309109,-80.8549493085593,29.057750463592832,0.7888714458993766,0.37074144170588635,0.8292074355111392,0.3723953238821935,0.7861894780092485,0.37017423652493897,-0.008352315737316422,0.02351283871158888,0.032743987892089356,0.022566176940390956,0.007893626385324908,0.02209918015384651
C.1.1.1.1.2.1.3,Part 21,C.1.1.1.1.2.1,-,False,0.8808226748576854,0.28909372274994966,85.35944437608123,28.721044428837228,77.34298836439848,28.23690002309109,4.569195583462715,29.057750463592832,0.9338089361498445,0.37074144170588635,0.9559248959713871,0.3723953238821935,0.8498839843522831,0.37017423652493897,-0.026741949099851788,0.02351283871158888,-0.015093191609550995,0.022566176940390956,0.016018618533133334,0.02209918015384651
C.1.1.1.1.2.2,Subassembly 7,C.1.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.2.1,Part 22,C.1.1.1.1.2.2,-,False,0.7712820994718932,0.28909372274994966,12.463552132248878,28.721044428837228,33.60808356665075,28.23690002309109,28.75491394661367,29.057750463592832,0.9896094194201455,0.37074144170588635,0.9995423118036598,0.3723953238821935,0.7714555629277365,0.37017423652493897,-0.042997255698823456,0.02351283871158888,0.01937819990961847,0.022566176940390956,0.04890118300263788,0.02209918015384651
C.1.1.1.1.2.2.2,Part 23,C.1.1.1.1.2.2,-,False,0.6032088426768314,0.28909372274994966,42.426528595387936,28.721044428837228,-50.0353897921741,28.23690002309109,-22.477717651054263,29.057750463592832,0.6082759830375095,0.37074144170588635,0.7294572504843319,0.3723953238821935,0.732360445450684,0.37017423652493897,0.0864758372841277,0.02351283871158888,-0.04663228031792355,0.022566176940390956,0.01064362876184336,0.02209918015384651
C.1.1.1.1.2.2.3,Part 24,C.1.1.1.1.2.2,+,False,0.8692736305550206,0.28909372274994966,66.44520820118487,28.721044428837228,-11.240406800061464,28.23690002309109,-94.49159284122288,29.057750463592832,1.0648305957090487,0.37074144170588635,0.9793059901999447,0.3723953238821935,0.9980270038897266,0.37017423652493897,-0.08187407144464187,0.02351283871158888,-0.03451382343710634,0.022566176940390956,0.0853480077839882,0.02209918015384651
C.1.1.1.1.2.3,Subassembly 8,C.1.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.3.1,Part 25,C.1.1.1.1.2.3,-,False,0.43263949803891594,0.28909372274994966,71.7912663705647,28.721044428837228,-8.486271928995848,28.23690002309109,42.408562218770385,29.057750463592832,0.4110113670047712,0.37074144170588635,0.5230117612574051,0.3723953238821935,0.5064963110824754,0.37017423652493897,-0.027218124716260356,0.02351283871158888,-0.0554366259456813,0.022566176940390956,-0.004615459387363461,0.02209918015384651
C.1.1.1.1.2.3.2,Part 26,C.1.1.1.1.2.3,+,False,0.5616151409610175,0.28909372274994966,23.045656364411116,28.721044428837228,-40.90169197879732,28.23690002309109,-78.23526933789253,29.057750463592832,0.6726617743261615,0.37074144170588635,0.6535860322980943,0.3723953238821935,0.6483018815249533,0.37017423652493897,0.0047905078751247256,0.02351283871158888,-0.02586964620047131,0.022566176940390956,-0.01652036659346097,0.02209918015384651
C.1.1.1.1.2.3.3,Part 27,C.1.1.1.1.2.3,-,False,0.8929159117490053,0.28909372274994966,15.40752169676125,28.721044428837228,-68.8828909303993,28.23690002309109,-37.21725856885314,29.057750463592832,1.3836969050186676,0.37074144170588635,1.1247671667969468,0.3723953238821935,1.184343945119268,0.37017423652493897,-0.04590787104991288,0.02351283871158888,-0.03864313172501027,0.022566176940390956,0.021437510926272454,0.02209918015384651
C.1.1.1.1.2.3.4,Part 28,C.1.1.1.1.2.3,-,False,0.7840164996779058,0.28909372274994966,70.36396483890712,28.721044428837228,-49.943631794303656,28.23690002309109,84.3402674421668,29.057750463592832,0.7498778096224765,0.37074144170588635,0.7420379089018556,0.3723953238821935,0.7675189025218033,0.37017423652493897,-0.0018618220508169769,0.02351283871158888,-1.6751341913394552e-05,0.022566176940390956,0.002102450383311292,0.02209918015384651
C.1.1.1.1.2.3.5,Part 29,C.1.1.1.1.2.3,+,False,0.695954920454882,0.28909372274994966,-49.38840065151453,28.721044428837228,64.11762246862054,28.23690002309109,-93.65140623413026,29.057750463592832,0.7776619133776641,0.37074144170588635,0.7350937571569712,0.3723953238821935,0.7850556748371398,0.37017423652493897,0.005618900920627741,0.02351283871158888,0.047816837860602326,0.022566176940390956,-0.0004039556146849208,0.02209918015384651
C.1.1.1.1.2.4,Subassembly 9,C.1.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.4.1,Part 30,C.1.1.1.1.2.4,-,False,0.9436988299102522,0.28909372274994966,-66.92492282018065,28.721044428837228,49.732256261631846,28.23690002309109,93.86770399287343,29.057750463592832,1.2886768949444425,0.37074144170588635,1.2217401945586743,0.3723953238821935,1.1206466271500322,0.37017423652493897,0.06072433196133281,0.02351283871158888,-0.08619452278113188,0.022566176940390956,-0.04547609834927677,0.02209918015384651
C.1.1.1.1.2.4.2,Part 31,C.1.1.1.1.2.4,+,False,0.673545587467961,0.28909372274994966,97.01616941019893,28.721044428837228,69.5228427182883,28.23690002309109,35.328703513368964,29.057750463592832,0.8473901395472749,0.37074144170588635,0.8234551849261366,0.3723953238821935,0.7668203241750924,0.37017423652493897,0.041488819265171846,0.02351283871158888,0.050520560228710466,0.022566176940390956,-0.021624172208190406,0.02209918015384651
C.1.1.1.1.2.4.3,Part 32,C.1.1.1.1.2.4,+,False,0.11553020319505594,0.28909372274994966,-0.730050215497613,28.721044428837228,24.466659035533667,28.23690002309109,57.09592984057963,29.057750463592832,0.13509820083969448,0.37074144170588635,0.1452609027797815,0.3723953238821935,0.1495497763298617,0.37017423652493897,-0.0026632551093619668,0.02351283871158888,0.0023267850009609675,0.022566176940390956,-0.0008189717595237061,0.02209918015384651
C.1.1.1.1.2.4.4,Part 33,C.1.1.1.1.2.4,+,False,0.34857530738203785,0.28909372274994966,-63.98548884317279,28.721044428837228,-74.24236019141972,28.23690002309109,76.13917263224721,29.057750463592832,0.4715985839694769,0.37074144170588635,0.41674429063310514,0.3723953238821935,0.43622683259144296,0.37017423652493897,0.019312334336277263,0.02351283871158888,0.0041147134064364824,0.022566176940390956,-0.007185592006803824,0.02209918015384651
C.1.1.1.1.2.5,Subassembly 10,C.1.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.2.5.1,Part 34,C.1.1.1.1.2.5,+,False,0.8280004888649565,0.28909372274994966,51.439374685287476,28.721044428837228,-62.66789431683719,28.23690002309109,-57.598067820072174,29.057750463592832,0.9017238691922955,0.37074144170588635,0.9002202716176154,0.3723953238821935,0.9105615537368861,0.37017423652493897,-0.021639086044565475,0.02351283871158888,-0.018413166917529266,0.022566176940390956,-0.004759512616736874,0.02209918015384651
C.1.1.1.1.2.5.2,Part 35,C.1.1.1.1.2.5,-,False,0.15809483261196874,0.28909372274994966,48.91085121780634,28.721044428837228,4.567188955843449,28.23690002309109,-73.94922659732401,29.057750463592832,0.16368212381628913,0.37074144170588635,0.18943937654425835,0.3723953238821935,0.18782810692943028,0.37017423652493897,0.014759018051930757,0.02351283871158888,0.001260635244357189,0.022566176940390956,0.005826912991183145,0.02209918015384651
C.1.1.1.1.2.5.3,Part 36,C.1.1.1.1.2.5,-,False,0.3790072734153364,0.28909372274994966,-39.83527738600969,28.721044428837228,-20.327910967171192,28.23690002309109,26.927303662523627,29.057750463592832,0.3206503236592797,0.37074144170588635,0.33904506000963136,0.3723953238821935,0.3391154753793135,0.37017423652493897,-0.0026212176125589106,0.02351283871158888,0.000986966653668253,0.022566176940390956,0.0017618757083064402,0.02209918015384651
C.1.1.1.1.2.5.4,Part 37,C.1.1.1.1.2.5,+,False,0.8809562529905234,0.28909372274994966,3.8416769355535507,28.721044428837228,-29.869883647188544,28.23690002309109,-63.54120313189924,29.057750463592832,1.1398817251819047,0.37074144170588635,1.0770260638110756,0.3723953238821935,1.0212118495769824,0.37017423652493897,0.007045131470129704,0.02351283871158888,-0.052201494660640384,0.022566176940390956,-0.026616296064105982,0.02209918015384651
C.1.1.1.1.3,Assembly 3,C.1.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.3.1,Subassembly 11,C.1.1.1.1.3,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.3.1.1,Part 38,C.1.1.1.1.3.1,+,False,0.14622153044352307,0.28909372274994966,99.21634825877845,28.721044428837228,93.6696857213974,28.23690002309109,-56.561761954799294,29.057750463592832,0.19643423394214446,0.37074144170588635,0.21343720542294503,0.3723953238821935,0.2165462492762795,0.37017423652493897,0.0034981924195316228,0.02351283871158888,0.0007380366460453652,0.022566176940390956,-0.0025580736595108944,0.02209918015384651
C.1.1.1.1.3.1.2,Part 39,C.1.1.1.1.3.1,+,False,0.816904512305744,0.28909372274994966,6.2335321214050055,28.721044428837228,-64.85962145961821,28.23690002309109,-7.743510697036982,29.057750463592832,1.038350924273957,0.37074144170588635,1.0347491496685401,0.3723953238821935,0.9761404323672223,0.37017423652493897,-0.04433959896401238,0.02351283871158888,0.05027237609822839,0.022566176940390956,-0.0009845609253663632,0.02209918015384651
C.1.1.1.1.3.1.3,Part 40,C.1.1.1.1.3.1,-,False,0.40549652369623074,0.28909372274994966,22.764458088204265,28.721044428837228,-58.645621640607715,28.23690002309109,-0.36920011043548584,29.057750463592832,0.4741372858970175,0.37074144170588635,0.47921536567576256,0.3723953238821935,0.4957670874285284,0.37017423652493897,-0.02011384283695799,0.02351283871158888,-0.023900615622589542,0.022566176940390956,0.022832951488102535,0.02209918015384651
C.1.1.1.1.3.1.4,Part 41,C.1.1.1.1.3.1,+,False,0.7099413991076872,0.28909372274994966,97.23394718021154,28.721044428837228,44.218095391988754,28.23690002309109,-6.449255114421248,29.057750463592832,1.0227921520512584,0.37074144170588635,0.9486777174797226,0.3723953238821935,0.9175400538101954,0.37017423652493897,0.00217001469178261,0.02351283871158888,-0.02200696957430804,0.022566176940390956,0.035404389834662875,0.02209918015384651
C.1.1.1.1.3.1.5,Part 42,C.1.1.1.1.3.1,-,False,0.5422065042119939,0.28909372274994966,8.036752883344889,28.721044428837228,59.67299812473357,28.23690002309109,-6.505430908873677,29.057750463592832,0.7466881832263661,0.37074144170588635,0.702733627768533,0.3723953238821935,0.7751268247199941,0.37017423652493897,0.05699878736535637,0.02351283871158888,0.010630338942310573,0.022566176940390956,0.014773749222682722,0.02209918015384651
C.1.1.1.1.3.2,Subassembly 12,C.1.1.1.1.3,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.3.2.1,Part 43,C.1.1.1.1.3.2,+,False,0.26679534564120694,0.28909372274994966,-42.3387766815722,28.721044428837228,78.68632734753191,28.23690002309109,88.77342287451029,29.057750463592832,0.3653197529961761,0.37074144170588635,0.3586917892626038,0.3723953238821935,0.36761850142652697,0.37017423652493897,0.00039382814022135513,0.02351283871158888,0.0012502970559738385,0.022566176940390956,0.004304778296552754,0.02209918015384651
C.1.1.1.1.3.2.2,Part 44,C.1.1.1.1.3.2,+,False,0.6980398972455878,0.28909372274994966,-95.86311224848032,28.721044428837228,-85.33331966027617,28.23690002309109,-77.88576940074563,29.057750463592832,1.080027327993266,0.37074144170588635,1.0201478091470655,0.3723953238821935,0.9847903172482783,0.37017423652493897,-0.0490600347873377,0.02351283871158888,-0.004266232778660036,0.022566176940390956,-0.002338528783125025,0.02209918015384651
C.1.1.1.1.3.2.3,Part 45,C.1.1.1.1.3.2,+,False,0.2595371792665683,0.28909372274994966,-70.06597449071705,28.721044428837228,78.65505330264568,28.23690002309109,47.46227124705911,29.057750463592832,0.3640537628749178,0.37074144170588635,0.32188428910221606,0.3723953238821935,0.3221347434432082,0.37017423652493897,0.012409809486083848,0.02351283871158888,-0.010835166549848991,0.022566176940390956,-0.02253309996441543,0.02209918015384651
C.1.1.1.1.3.2.4,Part 46,C.1.1.1.1.3.2,-,False,0.4108353999129031,0.28909372274994966,-47.83589071594179,28.721044428837228,78.8680911064148,28.23690002309109,-21.74429977312684,29.057750463592832,0.5047676335272006,0.37074144170588635,0.4809239587456611,0.3723953238821935,0.4511124983651898,0.37017423652493897,-0.022156578472749162,0.02351283871158888,0.008016888608753586,0.022566176940390956,0.01539359014453958,0.02209918015384651
C.1.1.1.1.3.3,Subassembly 13,C.1.1.1.1.3,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.1.3.3.1,Part 47,C.1.1.1.1.3.3,-,False,0.634985460388707,0.28909372274994966,-18.305410584434867,28.721044428837228,17.44096572510898,28.23690002309109,-1.0011337231844664,29.057750463592832,0.8913730410721291,0.37074144170588635,0.8316278723741327,0.3723953238821935,0.7318105744566464,0.37017423652493897,-0.0914367115521594,0.02351283871158888,-0.006115827586336267,0.022566176940390956,-0.04307338553088562,0.02209918015384651
C.1.1.1.1.3.3.2,Part 48,C.1.1.1.1.3.3,+,False,0.590746205801377,0.28909372274994966,-22.072292352095246,28.721044428837228,-98.88322618789971,28.23690002309109,7.5308040250092745,29.057750463592832,0.6452928842272114,0.37074144170588635,0.7347706669129337,0.3723953238821935,0.7089715318353176,0.37017423652493897,0.0022180955597196797,0.02351283871158888,0.05961121056537379,0.022566176940390956,-0.03234114015540693,0.02209918015384651
C.1.1.1.2,Subsystem 2,C.1.1.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.2.1,Assembly 4,C.1.1.1.2,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.2.1.1,Subassembly 14,C.1.1.1.2.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.2.1.1.1,Part 49,C.1.1.1.2.1.1,+,False,0.5218669216977433,0.28909372274994966,-94.74931973963976,28.721044428837228,-5.726963002234697,28.23690002309109,-89.35355059802532,29.057750463592832,0.7684898093613619,0.37074144170588635,0.7282929874850371,0.3723953238821935,0.7585793360053665,0.37017423652493897,0.006459898419936109,0.02351283871158888,0.00018921784647928908,0.022566176940390956,-0.009041759965398723,0.02209918015384651
C.1.1.1.2.1.1.2,Part 50,C.1.1.1.2.1.1,+,False,0.7470984810600058,0.28909372274994966,-59.83006777241826,28.721044428837228,82.42514738813043,28.23690002309109,-69.5905792992562,29.057750463592832,0.9216839362577209,0.37074144170588635,0.9411256344934409,0.3723953238821935,0.7732515990727997,0.37017423652493897,0.06294775827641705,0.02351283871158888,0.0447360618638525,0.022566176940390956,0.01937433844389028,0.02209918015384651
C.1.1.1.2.1.1.3,Part 51,C.1.1.1.2.1.1,+,False,0.2837263432755135,0.28909372274994966,-73.3916062861681,28.721044428837228,-0.018426543101668358,28.23690002309109,-76.85401369817555,29.057750463592832,0.42319231989813316,0.37074144170588635,0.42173626068599446,0.3723953238821935,0.40446692907991805,0.37017423652493897,0.003297595921162696,0.02351283871158888,0.0054009229062743766,0.022566176940390956,0.002900604633331045,0.02209918015384651
C.1.1.1.2.1.2,Subassembly 15,C.1.1.1.2.1,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.1.1.1.2.1.2.1,Part 52,C.1.1.1.2.1.2,-,False,0.3497393322051503,0.28909372274994966,90.42232581414282,28.721044428837228,-73.29918104223907,28.23690002309109,70.73393822647631,29.057750463592832,0.48129434662801535,0.37074144170588635,0.42940927822364294,0.3723953238821935,0.44369393395620965,0.37017423652493897,-0.059034113629182816,0.02351283871158888,0.0015432537273156236,0.022566176940390956,0.003548681987400733,0.02209918015384651
